key,text
views.rail.tools.node_library.node_library_view.collapse_all,Collapse All
views.rail.tools.node_library.node_library_view.add_to_stage,Add to Stage
views.rail.tools.node_library.node_library_view.node_library,NODE LIBRARY
views.rail.tools.node_library.node_library_view.search_nodes,Search nodes...
views.rail.tools.node_library.node_library_view.search_nodes_help,Filter nodes by name.
views.rail.tools.node_library.node_library_view.include_desc,INCLUDE DESC
views.rail.tools.node_library.node_library_view.include_desc_help,Include node descriptions in search.
views.rail.tools.node_library.node_library_view.section_help,Expand or collapse this node section.
views.rail.tools.node_library.node_library_view.category_help,Expand or collapse this node category.
views.rail.tools.node_library.node_library_view.node_help,Double-click to add this node to the workflow.
views.rail.tools.node_library.node_library_view.bookmark_toggle_help,Add or remove this item from node bookmarks.
views.rail.tools.node_library.node_library_view.clear_search,Clear node search
views.rail.tools.node_library.node_library_view.clear_search_help,Clear the node search text.
views.rail.tools.node_library.node_library_view.updating_nodes,Updating Nodes...
views.shell.header_toolbar_tray_view.enter_app_mode,Enter App Mode
views.shell.header_toolbar_tray_view.menu,Menu
views.shell.header_toolbar_tray_view.main_menu,Main Menu
views.shell.header_toolbar_tray_view.jobs,JOBS
views.shell.header_toolbar_tray_view.comfyui_manager,ComfyUI Manager
views.shell.header_toolbar_tray_view.manager,Manager
views.shell.header_toolbar_tray_view.show_favorite_custom_node_list,Show favorite custom node list
views.shell.header_toolbar_tray_view.unload_models,Unload Models
views.shell.header_toolbar_tray_view.free_model_and_node_cache,Free model and node cache
views.shell.header_toolbar_tray_view.share,Share
views.shell.header_toolbar_tray_view.toggle_properties_panel,Toggle Properties Panel
views.shell.header_toolbar_tray_view.enter_app_mode_help,Switch the ComfyUI workspace into app mode.
views.shell.header_toolbar_tray_view.main_menu_help,Open the ComfyUI main menu.
views.shell.header_toolbar_tray_view.queue_count,Queue count
views.shell.header_toolbar_tray_view.queue_count_help,Drag or adjust the number of queued runs.
views.shell.header_toolbar_tray_view.increment_queue_count,Increase queue count
views.shell.header_toolbar_tray_view.increment_queue_count_help,Increase the number of queued runs.
views.shell.header_toolbar_tray_view.decrement_queue_count,Decrease queue count
views.shell.header_toolbar_tray_view.decrement_queue_count_help,Decrease the number of queued runs.
views.shell.header_toolbar_tray_view.run_help,Start the current workflow with the selected run mode.
views.shell.header_toolbar_tray_view.stop,Stop
views.shell.header_toolbar_tray_view.stop_help,Interrupt the current running job.
views.shell.header_toolbar_tray_view.jobs_help,Open the ComfyUI queue and job panel.
views.shell.header_toolbar_tray_view.comfyui_manager_help,Open ComfyUI Manager.
views.shell.header_toolbar_tray_view.show_favorite_custom_node_list_help,Open the favorite custom node list.
views.shell.header_toolbar_tray_view.unload_models_help,Unload currently loaded models from memory.
views.shell.header_toolbar_tray_view.free_model_and_node_cache_help,Free model and node cache memory.
views.shell.header_toolbar_tray_view.share_help,Open workflow sharing actions.
views.shell.header_toolbar_tray_view.toggle_properties_panel_help,Show or hide the properties panel.
views.shell.header_view.modified,MODIFIED
views.shell.header_view.no_workflow_selected,No workflow selected
views.overlays.settings_overlay_view.language,Language
views.overlays.settings_overlay_view.choose_the_language_used_by_the_nexus_shell,Choose the language used by the Nexus shell.
views.overlays.settings_overlay_view.select_language,Select language
views.overlays.media_viewer.delete_tooltip,Delete the current media file
views.overlays.media_viewer.close_tooltip,Close media viewer
views.overlays.media_viewer.zoom,zoom
views.overlays.media_viewer.pan_while_zoomed,pan while zoomed
views.overlays.media_viewer.left_right_keys,← / →
views.overlays.media_viewer.arrow_keys,← ↑ ↓ →
views.overlays.media_viewer.space_enter_keys,SPACE / ENTER
views.overlays.media_viewer.space_key,SPACE
views.overlays.media_viewer.click_key,CLICK
views.overlays.media_viewer.esc_key,ESC
views.overlays.media_viewer.drag_key,DRAG
views.overlays.media_viewer.previous_next,previous / next
views.overlays.media_viewer.move_image,move image
views.overlays.media_viewer.play_pause,play / pause
views.overlays.media_viewer.zoom_in,zoom in
views.overlays.media_viewer.zoom_out,zoom out
views.overlays.media_viewer.confirm_shortcut_hint,Enter confirms · Esc cancels
views.overlays.media_viewer.delete_media_title,Delete media
views.overlays.media_viewer.delete_media_message,Delete {0}?
views.rail.tools.assets.file_operations.batch_rename_title,Batch Rename
views.rail.tools.assets.file_operations.batch_rename_message,Enter a base name for selected items.
views.rail.tools.assets.file_operations.batch_rename_empty_message,Enter a base name.
views.rail.tools.assets.file_operations.rename_message,Enter a new name.
views.rail.tools.assets.file_operations.rename_file_message,Enter a new name. Extension '{0}' will be preserved.
views.rail.tools.assets.file_operations.paste_conflict_title,Name Conflict
views.rail.tools.assets.file_operations.paste_conflict_message,Some pasted items already exist in the destination.\nConflicting files will be renamed automatically.
context_menu.reveal_in_explorer,Reveal in Explorer
context_menu.open_model_folder,Open Model Folder
context_menu.open_model_root,Open Model Root
context_menu.add_model_thumbnail,Add Thumbnail Image
context_menu.set_model_primary_thumbnail,Set Primary Thumbnail
context_menu.copy_path,Copy Path
context_menu.insert_workflow_into_graph,Insert into Current Workflow
context_menu.add_workflow_bookmark,Add Workflow Bookmark
asset_bookmark.add_asset_bookmark,Add Asset Bookmark
context_menu.refresh_search,Refresh Search
model_thumbnail.pick_image_title,Choose a thumbnail image
model_thumbnail.pick_failed_title,Image Selection Failed
model_thumbnail.unsupported_title,Unsupported Image
model_thumbnail.unsupported_message,"Choose a PNG, JPG, JPEG, or WEBP image."
model_thumbnail.model_not_found_title,Model File Not Found
model_thumbnail.model_not_found_message,Nexus could not resolve the real model file for this item.
model_thumbnail.add_failed_title,Thumbnail Add Failed
model_thumbnail.add_complete_title,Thumbnail Added
model_thumbnail.add_complete_message,Added thumbnail image: {0}
model_thumbnail.set_primary_title,Set Primary Thumbnail
model_thumbnail.set_primary_message,Choose the image to use as this model's primary thumbnail.
model_thumbnail.set_primary_action,Set Primary
model_thumbnail.primary_badge,PRIMARY
model_thumbnail.page_indicator,Page {0} / {1} · {2} images
model_thumbnail.no_selection_message,Choose a thumbnail image first.
model_thumbnail.image_missing_title,Thumbnail Image Missing
model_thumbnail.image_missing_message,The selected thumbnail image no longer exists. Choose another image and try again.
model_thumbnail.set_primary_failed_title,Primary Thumbnail Failed
model_thumbnail.set_primary_failed_message,Nexus could not set the selected image as the primary thumbnail.
model_thumbnail.set_primary_complete_title,Primary Thumbnail Updated
model_thumbnail.set_primary_complete_message,Primary thumbnail is now: {0}
workflow.dialog.workflow_missing_title,Workflow Missing
workflow.dialog.tracked_workflow_missing_message,The tracked workflow file no longer exists.
workflow.dialog.rename_file_title,Rename Workflow File
workflow.dialog.rename_file_message,Rename the tracked workflow file in:{0}
workflow.dialog.invalid_name_title,Invalid Name
workflow.dialog.invalid_file_name_message,Enter a valid workflow file name.
workflow.dialog.file_exists_title,File Exists
workflow.dialog.file_exists_message,{0} already exists.
workflow.dialog.workflow_path_not_found,{0} was not found.
workflow.batch_operation.blocker_title,UPDATING WORKFLOWS
workflow.batch_operation.blocker_detail,Processing {0} items.\nPlease wait...
workflow.bookmark_hud.bookmarked,BOOKMARKED
workflow.bookmark_hud.available,AVAILABLE
workflow.bookmark_hud.no_workflow_files,No workflow files were found in the configured ComfyUI workflows folder.
workflow.bookmark_hud.no_filter_matches,No workflows matched the current filter.
workflow.bookmark_hud.count,{0} BOOKMARKED // {1} KNOWN
workflow.bookmark_hud.filtered_count,{0} SHOWN // {1} BOOKMARKED // {2} KNOWN
workflow.bookmark_hud.pinned,PINNED
workflow.bookmark_hud.known,KNOWN
workflow.bookmark_hud.pin,PIN
workflow.bookmark_hud.unpin,UNPIN
views.rail.tools.assets.assets_browser_view.bookmarked_workflows,Bookmarked Workflows
views.rail.tools.assets.assets_browser_view.searching_current_location,Searching current location...
views.rail.tools.assets.assets_browser_view.search_failed,Search failed
views.rail.tools.assets.assets_browser_view.search_failed_message,Search failed: {0}
views.rail.tools.assets.assets_browser_view.search_results_count,{0} result(s) in current location
views.rail.tools.assets.assets_browser_view.root_path_unavailable,Root path is unavailable.
views.rail.tools.assets.assets_browser_view.folder_empty,This folder is empty.
views.rail.tools.assets.assets_browser_view.rail_error,Rail error: {0}
views.rail.tools.assets.file_operations.move_title,Move Files
views.rail.tools.assets.file_operations.move_button,Move
views.rail.tools.assets.file_operations.move_single_message,Move '{0}' to '{1}'?
views.rail.tools.assets.file_operations.move_multiple_file_message,Move {0} files to '{1}'?\n\n{2}
views.rail.tools.assets.file_operations.move_more_items_message,...and {0} more file(s)
views.rail.tools.assets.file_operations.new_folder_name,New Folder
views.rail.tools.assets.file_operations.add_folder_title,Add Folder
views.rail.tools.assets.file_operations.add_folder_prompt_message,A folder will be added to this location:{0}
views.rail.tools.assets.file_operations.folder_name_placeholder,Folder name
views.rail.tools.assets.file_operations.folder_name_required,Enter a folder name.
views.rail.tools.assets.file_operations.folder_name_invalid,Folder names cannot contain path separators or invalid filename characters.
views.rail.tools.assets.file_operations.folder_exists_message,A folder or file named '{0}' already exists.
views.rail.tools.assets.file_operations.parent_folder_unavailable,Unable to resolve the parent folder.
views.rail.tools.assets.file_operations.selected_item_missing,The selected item no longer exists.
views.rail.tools.assets.file_operations.delete_message,Delete '{0}'?
settings.model_libraries.title,Model Libraries
settings.model_libraries.description,Connect model folders stored outside ComfyUI.\nEach library mirrors the current ComfyUI model folder structure.
settings.model_libraries.add_library,ADD LIBRARY
settings.model_libraries.sync_structure,SYNC STRUCTURE
settings.model_libraries.library,External library {0}
settings.model_libraries.not_connected,Not connected
settings.model_libraries.unavailable,Unavailable: {0}
settings.model_libraries.open,OPEN
settings.model_libraries.connect,CONNECT
settings.model_libraries.replace,REPLACE
settings.model_libraries.remove,REMOVE
settings.model_libraries.restart_hint,Changes apply on the next ComfyUI start.\nRestart the running server to reload model paths.
settings.model_libraries.folder_picker_title,Select model library folder
settings.model_libraries.duplicate,This model library is already registered.
settings.model_libraries.settings_save_failed,The model paths were restored because Nexus settings could not be saved.
settings.model_libraries.restart_reason,Model libraries
settings.model_libraries.syncing_title,Syncing model library structure
settings.model_libraries.syncing_detail,Reading the current ComfyUI model folders.\nUpdating the external library structure.
settings.model_libraries.sync_complete,Model library structure synchronized.\nRestart ComfyUI to apply the updated paths.
settings.model_libraries.sync_failed,Model library structure synchronization failed: {0}
settings.model_duplicates.title,Model Duplicate Scan
settings.model_duplicates.description,Find identical model files across internal and external libraries.\nNexus only opens locations; you choose what to remove.
settings.model_duplicates.scan,SCAN DUPLICATES
settings.model_duplicates.open_report,OPEN REPORT
settings.model_duplicates.open_location_1,OPEN LOCATION 1
settings.model_duplicates.open_location_2,OPEN LOCATION 2
settings.model_duplicates.next,NEXT DUPLICATE
settings.model_duplicates.ready,Scan model libraries to find exact duplicate files.
settings.model_duplicates.scanning_title,Scanning model duplicates
settings.model_duplicates.scanning_detail,Scanning duplicate model files...
settings.model_duplicates.progress_discovering,"Collecting model files: {0} file(s), {1}"
settings.model_duplicates.progress_preparing,"Preparing exact comparison: {0} candidate file(s), {1}"
settings.model_duplicates.progress_hashing,"Comparing file contents: {0}/{1} file(s), {2}/{3}"
settings.model_duplicates.progress_report,Writing duplicate scan report...
settings.model_duplicates.cancelled,Model duplicate scan was cancelled.
settings.model_duplicates.scan_failed,Model duplicate scan failed.\n{0}
settings.model_duplicates.none_found,"No duplicate models found.\nScanned {0} file(s), {1}."
settings.model_duplicates.found,Duplicate {0}/{1}: {2}\nSize: {3} · {4} location(s)
settings.model_duplicates.found_many,Duplicate {0}/{1}: {2}\nSize: {3} · {4} location(s) · {5} more in report
setup.model_library.title,External Model Libraries
setup.model_library.description,Keep large model files outside ComfyUI when you want.\nThis makes reinstalling, backing up, and sharing models easier.
setup.model_library.not_connected,No external model library is connected.\nThis is optional and can be added later in Settings.
setup.model_library.connected_count,{0} external model library root(s) connected.\nApplies on the next ComfyUI start.
setup.model_library.folder_picker_title,Select model library folder
setup.model_library.remove_failed,The selected model library could not be removed.
model_libraries.service.duplicate_path,Model library is already registered: {0}
model_libraries.service.none_connected,No external model library is connected.
model_libraries.service.unavailable,Model library is unavailable: {0}
model_libraries.service.yaml_missing,External model libraries are configured but extra_model_paths.yaml is missing.
model_libraries.service.connected_count,{0} external model library root(s) connected.
model_libraries.service.out_of_sync,The Nexus model library section is out of sync.
model_libraries.service.comfy_unavailable,The ComfyUI folder is unavailable.
model_libraries.service.removed,External model libraries removed.
model_libraries.service.applied_count,{0} external model library root(s) applied.
model_libraries.service.update_failed,Unable to update extra_model_paths.yaml: {0}
model_libraries.service.markers_invalid,The Nexus model path markers are duplicated or malformed.
model_libraries.service.top_level_mapping,extra_model_paths.yaml must contain a top-level mapping.
model_libraries.service.reserved_key,Reserved top-level key exists outside the Nexus section: {0}
settings.runtime_backup.description,Create portable backups of the internal models and custom_nodes folders.\nChoose the destination and storage format before starting.
settings.runtime_backup.destination,Backup destination
settings.runtime_backup.change,CHANGE
settings.runtime_backup.open,OPEN
settings.runtime_backup.available_space,Available space: {0}
settings.runtime_backup.space_unavailable,Free space unavailable: {0}
settings.runtime_backup.format,FORMAT
settings.runtime_backup.folder,FOLDER
settings.runtime_backup.zip,ZIP
settings.runtime_backup.include,INCLUDE
settings.runtime_backup.models,MODELS
settings.runtime_backup.custom_nodes,CUSTOM NODES
settings.runtime_backup.input,INPUT
settings.runtime_backup.output,OUTPUT
settings.runtime_backup.workflows,WORKFLOWS
settings.runtime_backup.ready_to_calculate,Choose the folders to include.\nNexus will calculate the required disk space before starting.
settings.runtime_backup.external_libraries_excluded,External model libraries are not included in runtime backups.\nOpen a path below to review the separately stored files.
settings.runtime_backup.calculating,Calculating backup size and available disk space...
settings.runtime_backup.insufficient_space,Not enough free space.\nRequired: {0} · Available: {1}
settings.runtime_backup.analysis_failed,Backup cannot start.\n{0}
settings.runtime_backup.analysis_ready,Source: {0} across {1} files.\nRequired: {2} · Available: {3}
settings.runtime_backup.confirm_title,Start runtime backup?
settings.runtime_backup.confirm_message,Included: {0}\nFormat: {1}\nSource size: {2}\nRequired space: {3}\nAvailable space: {4}\n\nDestination:\n{5}\n\nExternal model libraries are not included.
settings.runtime_backup.start,START BACKUP
settings.runtime_backup.browse_folder,Browse folder...
settings.runtime_backup.browse_zip,Browse ZIP...
settings.runtime_backup.restore_title,Restore Runtime Backup
settings.runtime_backup.select_backup_folder,Select Nexus runtime backup folder
settings.runtime_backup.select_backup_zip,Select Nexus runtime backup ZIP
settings.runtime_backup.select_destination,Select runtime backup destination
settings.runtime_backup.preference_save_failed,Nexus could not save the backup destination or format.\nThe previous setting is still active.
settings.runtime_backup.destination_changed,Backup destination updated.\nRun the size calculation again before backup.
settings.runtime_backup.format_changed,Backup format updated.\nRun the size calculation again before backup.
settings.runtime_backup.operation_failed,Runtime backup failed.\n{0}
settings.runtime_backup.backup_complete,Runtime backup completed.\n{0}
settings.runtime_backup.restore_confirm_title,Restore runtime backup?
settings.runtime_backup.delete_title,Delete Runtime Backup
settings.runtime_backup.delete_confirm_title,Delete runtime backup?
settings.runtime_backup.delete_confirm_message,This permanently deletes the selected Nexus backup.\n\n{0}\n\nThe active ComfyUI runtime is not affected.
settings.runtime_backup.delete_complete,Runtime backup deleted.
settings.runtime_backup.status_complete,complete
settings.runtime_backup.status_incomplete,incomplete
settings.runtime_backup.none_selected,No runtime backup was selected.
settings.runtime_backup.ready_to_delete,Selected {0} for deletion.
settings.runtime_backup.open_failed,The runtime backup folder could not be opened.
settings.runtime_backup.restore_analyzing_title,Analyzing runtime restore
settings.runtime_backup.restore_analyzing_detail,Comparing the backup with the current ComfyUI files.\nIdentical files will be skipped.
settings.runtime_backup.restore_analysis_ready,Restore preview ready: {0} add · {1} replace · {2} identical · {3} retained.
settings.runtime_backup.restore_analysis_message,Backup:\n{0}\n\nDestination:\n{1}\n\nAdd: {2} · Replace: {3} · Identical: {4} · Retained: {5}\nCopy size: {6}\nRequired space: {7}\nAvailable space: {8}\n\nExisting-only files are retained. Changed paths will be replaced with the backup copy.\nReview the files before continuing.\n\nPreview:\n{9}\n\nMappings:\n{10}
settings.runtime_backup.open_change_list,OPEN CHANGE LIST
settings.runtime_backup.start_restore,START RESTORE
settings.runtime_backup.open_report_failed,The restore change report could not be opened.
settings.runtime_backup.restore_handler_missing,The runtime restore handler is not available.
settings.runtime_backup.restore_merge_complete,Runtime merge restore completed.\n{0} file(s) were added or replaced.
settings.runtime_backup.restore_merge_complete_restarting,Runtime merge restore completed.\n{0} file(s) were added or replaced.\nServer restart continues in the loading screen.
settings.runtime_backup.restore_merge_failed,Runtime merge restore failed.\n{0}
settings.runtime_backup.blocker_title,RESTORING RUNTIME
settings.runtime_backup.blocker_preparing,Preparing ComfyUI for a safe merge restore...
settings.runtime_backup.blocker_merging,Merging verified backup files...
settings.runtime_backup.blocker_complete,Runtime restore completed.
settings.runtime_backup.restore_no_changes_title,No restore changes
settings.runtime_backup.restore_no_changes_message,The backup matches the current runtime.\n{0} identical file(s) were skipped and {1} existing-only file(s) remain untouched.
settings.pip_cache.title,pip cache
settings.pip_cache.description,Controls only the pip download/build cache.\nPackage install locations do not change.
settings.pip_cache.pip_default_path,pip chooses the cache location
settings.pip_cache.pip_default_detail,Active cache: bundled pip default.\nNexus does not set PIP_CACHE_DIR.
settings.pip_cache.default_detail,Active cache: Nexus default under LocalRuntime.\nNexus sets PIP_CACHE_DIR for managed pip commands.
settings.pip_cache.custom_detail,Active cache: custom location.\nNexus sets PIP_CACHE_DIR for managed pip commands.
settings.pip_cache.use_pip_default,pip default
settings.pip_cache.use_default,Nexus default
settings.pip_cache.change,Custom
settings.pip_cache.clear,Clear Cache
settings.pip_cache.select_folder,Select pip cache folder
settings.pip_cache.save_failed,The pip cache setting could not be saved.
settings.pip_cache.clear_title,Clear pip cache?
settings.pip_cache.clear_message,This deletes downloaded pip cache files only.\nInstalled Python packages are not removed.\nUse Repair runtime or Repair & Boot if packages are missing.
settings.pip_cache.clear_complete,pip cache cleared.
settings.pip_cache.clear_failed,Failed to clear pip cache.\n{0}
setup.venv.title,Virtual Environment
setup.venv.description,Recommended isolated Python workspace for ComfyUI packages.\nCreate it if you want Nexus to manage dependencies safely.
setup.venv.checking,Checking ComfyUI Python environment...
setup.venv.requires_python,Requires Python Runtime.\nOnce Python is ready, you can create an isolated .venv here.\nFresh setup usually takes 10-20 minutes and can use several GB for dependencies.
setup.venv.keep_selected,Existing .venv selected for server launch.
setup.venv.mode_selected,.venv mode selected for server launch.\nFresh setup usually takes 10-20 minutes.\nComfyUI requirements and CUDA PyTorch packages can use several GB of disk space.
setup.venv.direct_active,Direct Python mode is active. Server Python: {0}.
setup.venv.direct_existing,Existing .venv found.\nReset is recommended for a clean setup, or keep it if you trust this environment.
setup.venv.direct_incomplete,Existing .venv folder is incomplete.\nReset is recommended.
setup.venv.direct_missing,.venv is not created. Create is recommended.\nFresh setup usually takes 10-20 minutes.\nComfyUI requirements and CUDA PyTorch packages can use several GB of disk space.
setup.venv.ready,.venv is ready.\nNexus can use this isolated environment for ComfyUI dependencies.
setup.venv.incomplete,.venv folder exists, but Scripts\python.exe is missing.\nReset will recreate it cleanly.\nFresh setup usually takes 10-20 minutes.
setup.venv.missing,.venv is not created. Create is recommended.\nFresh setup usually takes 10-20 minutes.\nAdvanced users can continue with direct Python.
setup.venv.launch_mode_updated,Python launch mode updated.
setup.venv.setup_failed,Python environment setup failed: {0}
setup.venv.option_create,Create
setup.venv.option_create_description,Create an isolated ComfyUI .venv. Recommended for most users.
setup.venv.option_reset,Reset
setup.venv.option_reset_description,Delete and recreate .venv
setup.venv.option_reset_incomplete_description,Recreate incomplete .venv
setup.venv.option_keep,Keep Existing
setup.venv.option_keep_description,Use existing .venv
setup.pip_cache.title,pip cache
setup.pip_cache.description,Controls where Nexus-managed pip downloads and build cache are stored.\nThis does not change installed Python package locations.
setup.pip_cache.unsupported_option,Unsupported pip cache option.
setup.pip_cache.invalid_folder,Select a valid pip cache folder.
setup.pip_cache.details_pip_default,pip chooses the cache location.\nNexus will not set PIP_CACHE_DIR for managed pip commands.
setup.pip_cache.details_nexus_default,Nexus default pip cache is active.
setup.pip_cache.details_custom,Custom pip cache is active.
setup.pip_cache.option_pip_default,pip default
setup.pip_cache.option_pip_default_description,Use pip's own cache
setup.pip_cache.option_nexus_default,Nexus default
setup.pip_cache.option_nexus_default_description,Store under LocalRuntime
setup.pip_cache.option_custom,Custom
setup.pip_cache.option_custom_description,Choose a dedicated folder
setup.model_library.invalid_folder,Select a valid model library folder.
setup.model_library.already_connected_selected,The selected model library is already connected.
setup.model_library.already_connected,This model library is already connected.
setup.model_library.option_connect,Connect Library
setup.model_library.option_replace,Replace
setup.model_library.option_replace_indexed,Replace Library {0}
setup.model_library.option_remove,Remove
setup.model_library.option_remove_indexed,Remove Library {0}
setup.model_library.option_add,Add Library
setup.model_library.restart_hint,Changes apply after the next ComfyUI start.
setup.model_library.unavailable,One or more external model libraries are unavailable.
setup.model_library.needs_sync,The external model library configuration needs synchronization.
setup.status.label,STATUS
setup.status.pending,PENDING
setup.status.working,WORKING
setup.status.ready,READY
setup.status.setup,SETUP
setup.status.optional,OPTIONAL
setup.status.missing,MISSING
setup.status.error,ERROR
setup.status.probing,PROBING...
setup.status.checking,CHECKING...
setup.status.installing,INSTALLING...
setup.status.install,INSTALL
setup.status.config,CONFIG
setup.status.edit,EDIT
setup.common.probing,Probing system environment...
setup.common.pending_detail,Pending...
setup.common.open_link,Open download link
setup.common.option_install_builtin,Install Built-in
setup.common.option_manual_selection,Manual Selection
setup.common.option_keep_next,Keep Existing (Next)
setup.common.probe_failed,{0} probe failed: {1}
setup.git.title,Git Core Engine
setup.git.description,Version control system for syncing ComfyUI and custom nodes.
setup.git.system_detected,Git v{0} detected
setup.git.system_missing,System Git not found. Built-in installation required.
setup.git.option_system,Use System Git
setup.git.option_system_description,Git v{0} detected
setup.git.option_builtin_description,"Download an isolated, portable Git."
setup.git.option_manual_description,Manually locate your git.exe path.
setup.git.work_hint_builtin,Usually takes less than 1 minute.
setup.git.using_system,Git v{0} detected
setup.git.using_builtin,Using Built-in Git v{0}
setup.git.custom_selected,Custom Git path selected.
setup.git.using_custom,Using Custom Git: {0}
setup.git.system_unavailable,System Git is missing or inaccessible. Please switch to Built-in mode or reinstall globally.
setup.git.extract_success,Git package extracted successfully.
setup.git.extract_failed,Failed to extract Git: {0}
setup.python.title,Python Runtime
setup.python.description,Standalone Python engine for executing the ComfyUI backend.
setup.python.system_detected,System Python (v{0}) detected.
setup.python.system_missing,System Python not found. Built-in installation required.
setup.python.system_pip_unavailable,System Python was found, but pip is unavailable. Use Built-in or select another Python executable.
setup.python.system_unsupported_environment,System Python was found, but it is an MSYS/MinGW environment. Use Built-in or a standard Windows Python installation.
setup.python.option_system,Use System Python
setup.python.option_system_description,Use your system Python v{0}.
setup.python.option_builtin_description,Install an isolated Python runtime.
setup.python.option_manual_description,Manually locate your python.exe path.
setup.python.work_hint_builtin,Usually takes 1-3 minutes.
setup.python.using_system,Using System Python v{0}
setup.python.using_builtin,Using Built-in Python v{0}
setup.python.custom_selected,Custom Python path selected.
setup.python.using_custom,Using Custom Python: {0}
setup.python.system_unavailable,System Python selected but unavailable. Switch to Built-in.
setup.python.selected_pip_unavailable,The selected Python does not provide a usable pip installation. Choose Built-in or another Python executable.
setup.python.selected_unavailable,The selected Python executable could not be started. Choose Built-in or another Python executable.
setup.python.selected_unsupported_environment,The selected Python is an MSYS/MinGW environment and is not supported. Choose Built-in or a standard Windows Python installation.
setup.python.install_success,Python runtime installed successfully.
setup.python.install_failed,Failed to install Python runtime: {0}
setup.comfy_core.title,ComfyUI Core & Venv
setup.comfy_core.description,Main backend source code and Python virtual environment.
setup.comfy_core.ready_to_install,ComfyUI Core and .venv are ready to be installed.
setup.comfy_core.option_remote_latest,Remote Latest
setup.comfy_core.option_remote_latest_description,Latest ComfyUI from Git.
setup.comfy_core.option_builtin_source,Built-in Compatible
setup.comfy_core.option_builtin_source_description,Nexus-provided compatible source.
setup.comfy_core.using_remote_latest,Remote latest ComfyUI source selected.
setup.comfy_core.using_builtin_source,Built-in compatible ComfyUI source selected.
setup.comfy_core.work_hint_remote_latest,Usually takes 10-25 minutes depending on network and dependency cache.
setup.comfy_core.work_hint_builtin_source,Usually takes 8-20 minutes depending on dependency cache.
setup.comfy_core.recover_failed,Failed to recover ComfyUI Core: {0}
setup.base_model.title,Base Model Checkpoint
setup.base_model.description,Default Stable Diffusion model required to generate images.
setup.base_model.present,Base model is present.
setup.base_model.missing,Base model checkpoint is missing.
setup.base_model.option_download,Download Model
setup.base_model.option_download_description,Nexus can download it for you.
setup.base_model.work_hint_download,Large model download.\nSlow internet can take a long time.
setup.base_model.download_confirm_title,Download base model?
setup.base_model.download_confirm_message,This is a large model file.\nSlow internet can take a long time.\nYou can cancel during download or use browser download instead.
setup.base_model.download_confirm_accept,Download
setup.base_model.canceling_download,Canceling download...
setup.base_model.download_canceled,Base model download canceled.
setup.base_model.option_browser_download,Download in Browser
setup.base_model.option_browser_download_description,Open the model URL.\nPlace the file in the folder below.
setup.base_model.option_skip,Skip for Now
setup.base_model.skipped,Base model download skipped.
setup.base_model.browser_download_started,Model download opened in your browser.\nPlace the file in the folder below when it finishes.
setup.base_model.browser_download_requested,If the download did not start automatically, click the link below.\nPlace the completed file in the checkpoints folder.
setup.base_model.open_checkpoints,Open checkpoints folder
setup.base_model.browser_open_failed,Could not open the model download URL.
setup.base_model.browser_open_failed_with_error,Could not open the model download URL: {0}
setup.base_model.download_success,Base model downloaded successfully.
setup.base_model.download_failed,Failed to download base model: {0}
setup.extensions.title,ComfyUI Extensions
setup.extensions.description,Required extensions for running Nexus.
setup.extensions.item_installed,{0}: Installed
setup.extensions.item_pending,{0}: Pending install
setup.extensions.check_failed,Extension check failed: {0}
setup.extensions.option_install,Install Extensions
setup.extensions.prepare_success,Managed extensions prepared.\nPython install scripts will run before server boot.
setup.extensions.install_failed,Failed to install Manager/Extensions: {0}
common.next,NEXT
setup.action.launch_nexus,LAUNCH NEXUS
setup.status.requirements_pending,REQUIREMENTS PENDING
setup.console.recover_boot_title,Recover runtime and boot?
setup.console.recover_boot_message,This will sync ComfyUI requirements and repair the CUDA PyTorch wheel for the selected server runtime.\nThen Nexus will start the server. It can take several minutes.\n\nTarget: {0}
setup.console.recover_boot,Recover & Boot
setup.console.repair_before_boot,Repair first
setup.console.state_standby,STANDBY
setup.console.state_initializing,INITIALIZING
setup.console.state_booting,BOOTING
setup.console.state_failed,FAILED
setup.console.state_online,ONLINE
setup.console.badge_ready,READY
setup.console.badge_boot,BOOT
setup.console.badge_fail,FAIL
setup.console.badge_live,LIVE
setup.console.preparing_detail,Preparing runtime checks before boot engagement.
setup.console.standby_detail,Ready to start the ComfyUI backend.
setup.console.booting_detail,Backend process is launching.\nWatching log stream and port probe.
setup.console.failed_detail,Boot sequence failed.\nReview the console log and retry.
setup.console.online_detail,ComfyUI backend is reachable and ready for Nexus hand-off.
setup.steps.welcome.title,Welcome
setup.steps.welcome.description,Initialize the Nexus setup deck and prepare the local command center.
setup.steps.core_link.title,Core Link Check
setup.steps.core_link.description,Initialize environment tools and prepare the local runtime foundation.
setup.steps.comfy_core.title,ComfyUI Core
setup.steps.comfy_core.description,Download or validate the ComfyUI core package and workspace folders.
setup.steps.base_resources.title,Base Resources
setup.steps.base_resources.description,Download the default Stable Diffusion checkpoint and essential assets.
setup.steps.manager.title,ComfyUI-Manager
setup.steps.manager.description,Install and verify the manager extension used for maintenance commands.
setup.steps.hud_bridge.title,Nexus Bridge
setup.steps.hud_bridge.description,Install the HUD telemetry provider and the independent Nexus bridge extension.
setup.steps.dependencies.title,Dependencies
setup.steps.dependencies.description,Repair the configured ComfyUI Python runtime and CUDA packages.
setup.steps.server.title,Server Standby
