key,text
views.rail.tools.media_assets.media_assets_view.open_folder_short,資料夾
views.rail.tools.media_assets.media_assets_view.output,Output
views.rail.tools.media_assets.media_assets_view.input,Input
views.rail.tools.media_assets.media_assets_view.output_feed_title,生成結果
views.rail.tools.media_assets.media_assets_view.output_feed_description,已從 ComfyUI Job Queue 同步
views.rail.tools.media_assets.media_assets_view.empty_title,尚無媒體資產
views.rail.tools.media_assets.media_assets_view.empty_description,生成或匯入的影像檔案會顯示在這裡。
views.rail.tools.media_assets.media_assets_view.loading_title,準備縮圖
views.rail.tools.media_assets.media_assets_view.loading_description,正在掃描目前媒體資料夾...
views.rail.tools.media_assets.media_assets_view.delete_selected_count,已選取 {0} 個媒體檔案
views.rail.tools.media_assets.media_assets_view.delete_selected_message,刪除已選取的 {0} 個媒體檔案？
views.rail.tools.media_assets.media_assets_view.sort_recent_desc,最新 ↓
views.rail.tools.media_assets.media_assets_view.sort_recent_asc,最舊 ↑
views.rail.tools.media_assets.media_assets_view.view_mode,縮圖欄數
views.rail.tools.media_assets.media_assets_view.search_results,搜尋結果...
views.rail.tools.media_assets.media_assets_view.search_results_help,篩選目前媒體清單。
views.rail.tools.media_assets.media_assets_view.deselect_all,取消全選
views.rail.tools.media_assets.media_assets_view.move_to,移動到...
views.rail.tools.media_assets.media_assets_view.move_picker_title,移動媒體檔案
views.rail.tools.media_assets.media_assets_view.move_confirm_title,移動媒體檔案
views.rail.tools.media_assets.media_assets_view.move_confirm_message,移動選取的 {0} 個媒體檔案？\n原始檔案會從目前位置移除。\n目標：{1}
views.rail.tools.media_assets.media_assets_view.move_conflict_title,名稱衝突
views.rail.tools.media_assets.media_assets_view.move_conflict_message,目標位置已有同名檔案。\n衝突的檔案會自動重新命名後移動。
views.rail.tools.media_assets.media_assets_view.move,移動
views.rail.tools.node_library.node_library_view.expand_all,全部展開
views.rail.tools.node_library.node_library_view.collapse_all,全部折疊
views.rail.tools.node_library.node_library_view.add_to_stage,添加
views.rail.tools.node_library.node_library_view.node_library,節點庫
views.rail.tools.node_library.node_library_view.search_nodes,搜尋節點...
views.rail.tools.node_library.node_library_view.search_nodes_help,依名稱篩選節點。
views.rail.tools.node_library.node_library_view.include_desc,包含描述
views.rail.tools.node_library.node_library_view.include_desc_help,搜尋時包含節點描述。
views.rail.tools.node_library.node_library_view.section_help,展開或收合此節點區段。
views.rail.tools.node_library.node_library_view.category_help,展開或收合此節點類別。
views.rail.tools.node_library.node_library_view.node_help,按兩下將此節點新增到工作流程。
views.rail.tools.node_library.node_library_view.bookmark_toggle_help,將此項新增到節點書籤或從中移除。
views.rail.tools.node_library.node_library_view.clear_search,清除節點搜尋
views.rail.tools.node_library.node_library_view.clear_search_help,清除節點搜尋文字。
views.rail.tools.node_library.node_library_view.updating_nodes,正在更新節點...
views.shell.header_toolbar_tray_view.enter_app_mode,應用模式
views.shell.header_toolbar_tray_view.workflow_actions,工作流操作
views.shell.header_toolbar_tray_view.graph,圖表
views.shell.header_toolbar_tray_view.menu,選單
views.shell.header_toolbar_tray_view.main_menu,主選單
views.shell.header_toolbar_tray_view.jobs,任務
views.shell.header_toolbar_tray_view.comfyui_manager,管理器
views.shell.header_toolbar_tray_view.manager,管理器
views.shell.header_toolbar_tray_view.show_favorite_custom_node_list,查看收藏節點
views.shell.header_toolbar_tray_view.unload_models,卸載模型
views.shell.header_toolbar_tray_view.free_model_and_node_cache,釋放快取
views.shell.header_toolbar_tray_view.share,分享
views.shell.header_toolbar_tray_view.toggle_properties_panel,屬性面板
views.shell.header_toolbar_tray_view.enter_app_mode_help,將 ComfyUI 工作區切換到應用模式。
views.shell.header_toolbar_tray_view.main_menu_help,開啟 ComfyUI 主選單。
views.shell.header_toolbar_tray_view.queue_count,佇列數量
views.shell.header_toolbar_tray_view.queue_count_help,拖曳或調整排入佇列的執行次數。
views.shell.header_toolbar_tray_view.increment_queue_count,增加佇列數量
views.shell.header_toolbar_tray_view.increment_queue_count_help,增加排入佇列的執行次數。
views.shell.header_toolbar_tray_view.decrement_queue_count,減少佇列數量
views.shell.header_toolbar_tray_view.decrement_queue_count_help,減少排入佇列的執行次數。
views.shell.header_toolbar_tray_view.run_help,使用選取的執行模式啟動目前工作流。
views.shell.header_toolbar_tray_view.stop,停止
views.shell.header_toolbar_tray_view.stop_help,中斷目前正在執行的工作。
views.shell.header_toolbar_tray_view.jobs_help,開啟 ComfyUI 佇列與工作面板。
views.shell.header_toolbar_tray_view.comfyui_manager_help,開啟 ComfyUI Manager。
views.shell.header_toolbar_tray_view.show_favorite_custom_node_list_help,開啟收藏的自訂節點清單。
views.shell.header_toolbar_tray_view.unload_models_help,從記憶體卸載目前載入的模型。
views.shell.header_toolbar_tray_view.free_model_and_node_cache_help,釋放模型與節點快取記憶體。
views.shell.header_toolbar_tray_view.share_help,開啟工作流分享操作。
views.shell.header_toolbar_tray_view.toggle_properties_panel_help,顯示或隱藏屬性面板。
views.shell.header_view.modified,已修改
views.shell.header_view.no_workflow_selected,未選擇工作流
views.overlays.settings_overlay_view.language,語言
views.overlays.settings_overlay_view.choose_the_language_used_by_the_nexus_shell,選擇介面語言。
views.overlays.settings_overlay_view.select_language,選擇語言
views.rail.rail_view.transition_loading_title,準備中
views.rail.rail_view.transition_loading_description,正在穩定目前面板...
views.overlays.media_viewer.delete_tooltip,刪除目前的媒體檔案
views.overlays.media_viewer.close_tooltip,關閉媒體檢視器
views.overlays.media_viewer.zoom,縮放
views.overlays.media_viewer.pan_while_zoomed,縮放時拖曳
views.overlays.media_viewer.left_right_keys,← / →
views.overlays.media_viewer.arrow_keys,← ↑ ↓ →
views.overlays.media_viewer.space_enter_keys,SPACE / ENTER
views.overlays.media_viewer.space_key,SPACE
views.overlays.media_viewer.click_key,CLICK
views.overlays.media_viewer.esc_key,ESC
views.overlays.media_viewer.drag_key,DRAG
views.overlays.media_viewer.previous_next,上一張 / 下一張
views.overlays.media_viewer.move_image,移動影像
views.overlays.media_viewer.pan_freely,自由拖曳
views.overlays.media_viewer.play_pause,播放 / 暫停
views.overlays.media_viewer.zoom_in,放大
views.overlays.media_viewer.zoom_out,縮小
views.overlays.media_viewer.confirm_shortcut_hint,Enter 確認 · Esc 取消
views.overlays.media_viewer.delete_media_title,刪除媒體
views.overlays.media_viewer.delete_media_message,刪除 {0}？
views.rail.tools.assets.file_operations.batch_rename_title,批次重新命名
views.rail.tools.assets.file_operations.batch_rename_message,輸入所選項目的基礎名稱。
views.rail.tools.assets.file_operations.batch_rename_empty_message,請輸入基礎名稱。
views.rail.tools.assets.file_operations.rename_message,請輸入新名稱。
views.rail.tools.assets.file_operations.rename_file_message,請輸入新名稱。副檔名 '{0}' 會保留。
views.rail.tools.assets.file_operations.paste_conflict_title,名稱衝突
views.rail.tools.assets.file_operations.paste_conflict_message,目標位置已有同名項目。\n衝突的檔案會自動重新命名後貼上。
context_menu.reveal_in_explorer,在檔案總管中顯示
context_menu.open_model_folder,開啟模型資料夾
context_menu.open_model_root,開啟模型根目錄
context_menu.add_model_thumbnail,新增縮圖
context_menu.set_model_primary_thumbnail,設為主要縮圖
context_menu.copy_path,複製路徑
context_menu.insert_workflow_into_graph,插入目前工作流
context_menu.add_workflow_bookmark,新增工作流書籤
asset_bookmark.add_asset_bookmark,新增資產書籤
context_menu.refresh_search,重新整理搜尋
model_thumbnail.pick_image_title,選擇縮圖
model_thumbnail.pick_failed_title,圖片選擇失敗
model_thumbnail.unsupported_title,不支援的圖片
model_thumbnail.unsupported_message,請選擇 PNG、JPG、JPEG 或 WEBP 圖片。
model_thumbnail.model_not_found_title,找不到模型檔案
model_thumbnail.model_not_found_message,Nexus 無法解析此項目對應的實際模型檔案。
model_thumbnail.add_failed_title,新增縮圖失敗
model_thumbnail.add_complete_title,縮圖已新增
model_thumbnail.add_complete_message,已新增縮圖：{0}
model_thumbnail.set_primary_title,設為主要縮圖
model_thumbnail.set_primary_message,選擇要作為此模型主要縮圖的圖片。
model_thumbnail.set_primary_action,設為主要縮圖
model_thumbnail.primary_badge,主要
model_thumbnail.page_indicator,第 {0} / {1} 頁 · {2} 張圖片
model_thumbnail.no_selection_message,請先選擇一張縮圖。
model_thumbnail.image_missing_title,縮圖不存在
model_thumbnail.image_missing_message,所選縮圖已不存在。請選擇其他圖片後重試。
model_thumbnail.set_primary_failed_title,設定主要縮圖失敗
model_thumbnail.set_primary_failed_message,Nexus 無法將所選圖片設為主要縮圖。
model_thumbnail.set_primary_complete_title,主要縮圖已更新
model_thumbnail.set_primary_complete_message,目前主要縮圖：{0}
views.overlays.product_setup_view.vanguard,先鋒
views.overlays.product_setup_view.architect,建築師
views.overlays.product_setup_view.venv,VENV
views.overlays.settings_overlay_view.python_source,Python 源
views.overlays.settings_overlay_view.venv,VENV
views.overlays.settings_overlay_view.direct,直接
workflow.dialog.workflow_missing_title,工作流缺失
workflow.dialog.tracked_workflow_missing_message,正在追蹤的工作流檔案已不存在。
workflow.dialog.rename_file_title,重新命名工作流檔案
workflow.dialog.rename_file_message,重新命名正在追蹤的工作流檔案。{0}
workflow.dialog.invalid_name_title,名稱無效
workflow.dialog.invalid_file_name_message,請輸入有效的工作流檔案名稱。
workflow.dialog.file_exists_title,檔案已存在
workflow.dialog.file_exists_message,{0} 已存在。
workflow.dialog.workflow_path_not_found,找不到 {0}。
workflow.batch_operation.blocker_title,正在更新工作流
workflow.batch_operation.blocker_detail,正在處理 {0} 個項目。請稍候...
workflow.bookmark_hud.bookmarked,已收藏
workflow.bookmark_hud.available,可用
workflow.bookmark_hud.no_workflow_files,在設定的 ComfyUI workflows 資料夾中找不到工作流檔案。
workflow.bookmark_hud.no_filter_matches,沒有工作流符合目前篩選條件。
workflow.bookmark_hud.count,{0} 已收藏 // {1} 已知
workflow.bookmark_hud.filtered_count,{0} 顯示 // {1} 已收藏 // {2} 已知
workflow.bookmark_hud.pinned,已固定
workflow.bookmark_hud.known,已知
workflow.bookmark_hud.pin,固定
workflow.bookmark_hud.unpin,取消固定
views.rail.tools.assets.assets_browser_view.bookmarked_workflows,已收藏的工作流
views.rail.tools.assets.assets_browser_view.searching_current_location,正在搜尋目前位置...
views.rail.tools.assets.assets_browser_view.search_failed,搜尋失敗
views.rail.tools.assets.assets_browser_view.search_failed_message,搜尋失敗：{0}
views.rail.tools.assets.assets_browser_view.search_results_count,目前位置有 {0} 個結果
views.rail.tools.assets.assets_browser_view.root_path_unavailable,根路徑不可用。
views.rail.tools.assets.assets_browser_view.folder_empty,此資料夾是空的。
views.rail.tools.assets.assets_browser_view.rail_error,側欄錯誤：{0}
views.rail.tools.assets.file_operations.move_title,移動檔案
views.rail.tools.assets.file_operations.move_button,移動
views.rail.tools.assets.file_operations.move_single_message,是否將「{0}」移動到「{1}」？
views.rail.tools.assets.file_operations.move_multiple_message,是否將 {0} 個項目移動到「{1}」？
views.rail.tools.assets.file_operations.move_multiple_file_message,是否將 {0} 個檔案移動到「{1}」？\n\n{2}
views.rail.tools.assets.file_operations.move_more_items_message,...還有 {0} 個檔案
views.rail.tools.assets.file_operations.new_folder_name,新增資料夾
views.rail.tools.assets.file_operations.add_folder_title,新增資料夾
views.rail.tools.assets.file_operations.add_folder_prompt_message,資料夾將新增到以下位置：{0}
views.rail.tools.assets.file_operations.folder_name_placeholder,資料夾名稱
views.rail.tools.assets.file_operations.folder_name_required,請輸入資料夾名稱。
views.rail.tools.assets.file_operations.folder_name_invalid,資料夾名稱不能包含路徑分隔符或無效檔名字元。
views.rail.tools.assets.file_operations.folder_exists_message,已存在名為「{0}」的資料夾或檔案。
views.rail.tools.assets.file_operations.parent_folder_unavailable,無法解析上層資料夾。
views.rail.tools.assets.file_operations.selected_item_missing,選取的項目已不存在。
views.rail.tools.assets.file_operations.delete_message,是否刪除「{0}」？
settings.model_libraries.title,模型庫
settings.model_libraries.description,連接儲存在 ComfyUI 外部的模型資料夾。\n每個模型庫都會鏡像目前的 ComfyUI 模型目錄結構。
settings.model_libraries.add_library,新增模型庫
settings.model_libraries.sync_structure,同步結構
settings.model_libraries.library,外部模型庫 {0}
settings.model_libraries.not_connected,尚未連接
settings.model_libraries.unavailable,無法使用：{0}
settings.model_libraries.open,開啟
settings.model_libraries.connect,連接
settings.model_libraries.replace,替換
settings.model_libraries.remove,移除
settings.model_libraries.restart_hint,變更將於下次啟動 ComfyUI 時套用。\n執行中的伺服器需要重新啟動才能重新載入模型路徑。
settings.model_libraries.folder_picker_title,選擇模型庫資料夾
settings.model_libraries.duplicate,此模型庫已註冊。
settings.model_libraries.settings_save_failed,因無法儲存 Nexus 設定，模型路徑已還原為先前狀態。
settings.model_libraries.restart_reason,模型庫
settings.model_libraries.syncing_title,正在同步模型庫結構
settings.model_libraries.syncing_detail,正在讀取目前的 ComfyUI 模型資料夾。\n正在更新外部模型庫結構。
settings.model_libraries.sync_complete,模型庫結構已同步。\n請重新啟動 ComfyUI 以套用更新後的路徑。
settings.model_libraries.sync_failed,模型庫結構同步失敗：{0}
settings.model_duplicates.title,模型重複掃描
settings.model_duplicates.description,在內部與外部模型庫中尋找內容相同的模型檔案。\nNexus 只開啟位置，是否刪除由你決定。
settings.model_duplicates.scan,掃描重複項
settings.model_duplicates.open_report,開啟報告
settings.model_duplicates.open_location_1,開啟位置 1
settings.model_duplicates.open_location_2,開啟位置 2
settings.model_duplicates.next,下一個重複項
settings.model_duplicates.ready,掃描模型庫以尋找完全相同的檔案。
settings.model_duplicates.scanning_title,正在掃描模型重複項
settings.model_duplicates.scanning_detail,正在掃描重複模型檔案...
settings.model_duplicates.progress_discovering,正在收集模型檔案：{0} 個，{1}
settings.model_duplicates.progress_preparing,正在準備精確比較：候選 {0} 個，{1}
settings.model_duplicates.progress_hashing,正在比較檔案內容：{0}/{1} 個，{2}/{3}
settings.model_duplicates.progress_report,正在寫入重複掃描報告...
settings.model_duplicates.cancelled,模型重複掃描已取消。
settings.model_duplicates.scan_failed,模型重複掃描失敗。\n{0}
settings.model_duplicates.none_found,未找到重複模型。\n已掃描 {0} 個檔案，{1}。
settings.model_duplicates.found,重複 {0}/{1}：{2}\n大小：{3} · {4} 個位置
settings.model_duplicates.found_many,重複 {0}/{1}：{2}\n大小：{3} · {4} 個位置 · 報告中還有 {5} 個
setup.model_library.title,外部模型庫
setup.model_library.description,可以將大型模型檔案保存在 ComfyUI 外部。\n這樣重新安裝、備份和多個 ComfyUI 共用模型會更方便。
setup.model_library.not_connected,尚未連接外部模型庫。\n這是選用設定，也可以稍後在設定中新增。
setup.model_library.connected_count,已連接 {0} 個外部模型庫根目錄。\n將於下次啟動 ComfyUI 時套用。
setup.model_library.unchanged,所選模型庫已連接。
setup.model_library.duplicate,此模型庫已註冊。
setup.model_library.folder_picker_title,選擇模型庫資料夾
setup.model_library.remove_failed,無法移除所選模型庫。
model_libraries.service.duplicate_path,此模型庫已註冊：{0}
model_libraries.service.none_connected,尚未連接外部模型庫。
model_libraries.service.unavailable,模型庫無法使用：{0}
model_libraries.service.yaml_missing,已設定外部模型庫，但缺少 extra_model_paths.yaml。
model_libraries.service.connected_count,已連接 {0} 個外部模型庫根目錄。
model_libraries.service.out_of_sync,Nexus 模型庫區段與設定不同步。
model_libraries.service.comfy_unavailable,ComfyUI 資料夾無法使用。
model_libraries.service.removed,已移除外部模型庫。
model_libraries.service.applied_count,已套用 {0} 個外部模型庫根目錄。
model_libraries.service.update_failed,無法更新 extra_model_paths.yaml：{0}
model_libraries.service.markers_invalid,Nexus 模型路徑標記重複或格式錯誤。
model_libraries.service.top_level_mapping,extra_model_paths.yaml 必須包含頂層映射。
model_libraries.service.reserved_key,Nexus 管理區段外存在保留的頂層鍵：{0}
settings.runtime_backup.description,為內部 models 與 custom_nodes 資料夾建立可攜式備份。\n開始前請選擇儲存位置與格式。
settings.runtime_backup.destination,備份儲存位置
settings.runtime_backup.change,變更
settings.runtime_backup.open,開啟
settings.runtime_backup.available_space,可用空間：{0}
settings.runtime_backup.space_unavailable,無法讀取可用空間：{0}
settings.runtime_backup.format,格式
settings.runtime_backup.folder,資料夾
settings.runtime_backup.zip,ZIP
settings.runtime_backup.include,包含
settings.runtime_backup.models,模型
settings.runtime_backup.custom_nodes,自訂節點
settings.runtime_backup.input,輸入
settings.runtime_backup.output,輸出
settings.runtime_backup.workflows,工作流程
settings.runtime_backup.ready_to_calculate,請選擇要包含的資料夾。\nNexus 會在開始前計算所需磁碟空間。
settings.runtime_backup.external_libraries_excluded,外部模型庫不包含在執行環境備份中。\n可開啟下方路徑查看分開儲存的檔案。
settings.runtime_backup.calculating,正在計算備份大小與磁碟可用空間...
settings.runtime_backup.insufficient_space,磁碟可用空間不足。\n需要：{0} · 可用：{1}
settings.runtime_backup.analysis_failed,無法開始備份。\n{0}
settings.runtime_backup.analysis_ready,來源資料：{1} 個檔案，共 {0}\n需要：{2} · 可用：{3}
settings.runtime_backup.confirm_title,開始執行環境備份？
settings.runtime_backup.confirm_message,包含：{0}\n格式：{1}\n來源大小：{2}\n所需空間：{3}\n可用空間：{4}\n\n儲存位置：\n{5}\n\n不包含外部模型庫。
settings.runtime_backup.start,開始備份
settings.runtime_backup.browse_folder,瀏覽資料夾...
settings.runtime_backup.browse_zip,瀏覽 ZIP...
settings.runtime_backup.restore_title,還原執行環境備份
settings.runtime_backup.select_backup_folder,選擇 Nexus 執行環境備份資料夾
settings.runtime_backup.select_backup_zip,選擇 Nexus 執行環境備份 ZIP
settings.runtime_backup.select_destination,選擇執行環境備份儲存位置
settings.runtime_backup.preference_save_failed,Nexus 無法儲存備份位置或格式。\n將繼續使用先前的設定。
settings.runtime_backup.destination_changed,備份儲存位置已更新。\n備份前將重新計算空間。
settings.runtime_backup.format_changed,備份格式已更新。\n備份前將重新計算空間。
settings.runtime_backup.operation_failed,執行環境備份失敗。\n{0}
settings.runtime_backup.backup_complete,執行環境備份已完成。\n{0}
settings.runtime_backup.restore_confirm_title,還原執行環境備份？
settings.runtime_backup.restore_confirm_message,所選備份將複製到目前的 ComfyUI 執行環境。\n還原後請重新啟動伺服器以重新載入檔案。
settings.runtime_backup.restore_complete,執行環境備份已還原。\n請重新啟動伺服器以使用還原的資料。
settings.runtime_backup.delete_title,刪除執行環境備份
settings.runtime_backup.delete_confirm_title,刪除執行環境備份？
settings.runtime_backup.delete_confirm_message,這會永久刪除所選 Nexus 備份。\n\n{0}\n\n不會影響目前的 ComfyUI 執行環境。
settings.runtime_backup.delete_complete,執行環境備份已刪除。
settings.runtime_backup.status_complete,已完成
settings.runtime_backup.status_incomplete,未完成
settings.runtime_backup.ready_to_restore,已準備還原所選備份。
settings.runtime_backup.none_selected,未選擇執行環境備份。
settings.runtime_backup.ready_to_delete,已選擇 {0} 作為刪除目標。
settings.runtime_backup.open_failed,無法開啟執行環境備份資料夾。
settings.runtime_backup.restore_analyzing_title,正在分析執行環境還原
settings.runtime_backup.restore_analyzing_detail,正在比較備份與目前的 ComfyUI 檔案。\n內容相同的檔案將略過。
settings.runtime_backup.restore_analysis_ready,還原預覽已就緒：新增 {0} · 取代 {1} · 相同 {2} · 保留 {3}
settings.runtime_backup.restore_analysis_message,備份：\n{0}\n\n還原位置：\n{1}\n\n新增：{2} · 取代：{3} · 相同：{4} · 保留：{5}\n複製大小：{6}\n所需空間：{7}\n可用空間：{8}\n\n僅存在於目前位置的檔案會保留。路徑相同但內容不同的檔案會由備份副本取代。\n繼續前請檢查變更檔案。\n\n預覽：\n{9}\n\n路徑對應：\n{10}
settings.runtime_backup.open_change_list,開啟變更清單
settings.runtime_backup.start_restore,開始還原
settings.runtime_backup.open_report_failed,無法開啟還原變更報告。
settings.runtime_backup.restore_handler_missing,執行環境還原處理程式無法使用。
settings.runtime_backup.restore_merge_complete,執行環境合併還原已完成。\n已新增或取代 {0} 個檔案。
settings.runtime_backup.restore_merge_complete_restarting,執行環境合併還原已完成。\n已新增或取代 {0} 個檔案。\n伺服器重新啟動會在載入畫面繼續進行。
settings.runtime_backup.restore_merge_failed,執行環境合併還原失敗。\n{0}
settings.runtime_backup.blocker_title,正在還原執行環境
settings.runtime_backup.blocker_preparing,正在為安全的合併還原準備 ComfyUI...
settings.runtime_backup.blocker_stopping_server,正在安全停止 ComfyUI 伺服器...
settings.runtime_backup.blocker_merging,正在合併已驗證的備份檔案...
settings.runtime_backup.blocker_complete,執行環境還原已完成。
settings.runtime_backup.restore_no_changes_title,沒有需要還原的變更
settings.runtime_backup.restore_no_changes_message,備份與目前執行環境內容相同。\n已略過 {0} 個相同檔案，並保留 {1} 個僅存在於目前位置的檔案。
settings.pip_cache.title,pip cache
settings.pip_cache.description,只控制 pip 下載/建置快取。\n不會變更套件安裝位置。
settings.pip_cache.pip_default_path,pip 自行選擇快取位置
settings.pip_cache.pip_default_detail,目前快取：Python/venv 內建 pip 預設值。\nNexus 不設定 PIP_CACHE_DIR。
settings.pip_cache.default_detail,目前快取：LocalRuntime 下的 Nexus 預設位置。\nNexus 會為受管理的 pip 命令設定 PIP_CACHE_DIR。
settings.pip_cache.custom_detail,目前快取：自訂位置。\nNexus 會為受管理的 pip 命令設定 PIP_CACHE_DIR。
settings.pip_cache.use_pip_default,pip default
settings.pip_cache.use_default,Nexus default
settings.pip_cache.change,Custom
settings.pip_cache.clear,清除快取
settings.pip_cache.select_folder,選擇 pip cache 資料夾
settings.pip_cache.save_failed,無法儲存 pip cache 設定。
settings.pip_cache.clear_title,清除 pip cache？
settings.pip_cache.clear_message,只刪除已下載的 pip 快取檔案。\n不會移除已安裝的 Python 套件。\n如果缺少套件，請使用 Repair runtime 或 Repair & Boot。
settings.pip_cache.clear_complete,pip cache 已清除。
settings.pip_cache.clear_failed,清除 pip cache 失敗。\n{0}
setup.venv.title,Virtual Environment
setup.venv.description,用於隔離管理 ComfyUI 套件的 Python 工作區。\n如果希望 Nexus 安全管理相依套件，請建立它。
setup.venv.checking,正在檢查 ComfyUI Python 環境...
setup.venv.requires_python,需要 Python Runtime。\nPython 準備好後，可在這裡建立隔離的 .venv。\n首次設定通常需要 10-20 分鐘，相依套件可能占用數 GB 空間。
setup.venv.keep_selected,已選擇現有 .venv 作為伺服器執行環境。
setup.venv.mode_selected,已選擇 .venv 模式作為伺服器執行環境。\n首次設定通常需要 10-20 分鐘。\nComfyUI requirements 與 CUDA PyTorch 套件可能占用數 GB 磁碟空間。
setup.venv.direct_active,Direct Python 模式已啟用。伺服器 Python：{0}。
setup.venv.direct_existing,偵測到現有 .venv。\n建議 Reset 以取得乾淨設定；如果信任此環境，也可以保留。
setup.venv.direct_incomplete,現有 .venv 資料夾不完整。\n建議 Reset。
setup.venv.direct_missing,.venv 尚未建立。建議 Create。\n首次設定通常需要 10-20 分鐘。\nComfyUI requirements 與 CUDA PyTorch 套件可能占用數 GB 磁碟空間。
setup.venv.ready,.venv 已就緒。\nNexus 可以使用此隔離環境管理 ComfyUI 相依套件。
setup.venv.incomplete,.venv 資料夾存在，但缺少 Scripts\python.exe。\nReset 會重新建立乾淨環境。\n首次設定通常需要 10-20 分鐘。
setup.venv.missing,.venv 尚未建立。建議 Create。\n首次設定通常需要 10-20 分鐘。\n進階使用者可以繼續使用 Direct Python。
setup.venv.launch_mode_updated,Python 啟動模式已更新。
setup.venv.setup_failed,Python 環境設定失敗：{0}
setup.venv.option_create,Create
setup.venv.option_create_description,建立隔離的 ComfyUI .venv。建議大多數使用者使用。
setup.venv.option_reset,Reset
setup.venv.option_reset_description,刪除後重建 .venv
setup.venv.option_reset_incomplete_description,重建不完整 .venv
setup.venv.option_keep,Keep Existing
setup.venv.option_keep_description,繼續使用現有 .venv
setup.pip_cache.title,pip cache
setup.pip_cache.description,控制 Nexus 代管 pip 下載/建置快取的儲存位置。\n不會改變已安裝 Python 套件的位置。
setup.pip_cache.unsupported_option,不支援的 pip cache 選項。
setup.pip_cache.invalid_folder,請選擇有效的 pip cache 資料夾。
setup.pip_cache.details_pip_default,pip 自行選擇快取位置。\nNexus 不會為代管的 pip 命令設定 PIP_CACHE_DIR。
setup.pip_cache.details_nexus_default,Nexus default pip cache 已啟用。
setup.pip_cache.details_custom,Custom pip cache 已啟用。
setup.pip_cache.option_pip_default,pip default
setup.pip_cache.option_pip_default_description,使用 pip 自帶快取
setup.pip_cache.option_nexus_default,Nexus default
setup.pip_cache.option_nexus_default_description,儲存到 LocalRuntime
setup.pip_cache.option_custom,Custom
setup.pip_cache.option_custom_description,選擇專用資料夾
setup.model_library.invalid_folder,請選擇有效的模型庫資料夾。
setup.model_library.already_connected_selected,所選模型庫已連接。
setup.model_library.already_connected,此模型庫已連接。
setup.model_library.option_connect,連接庫
setup.model_library.option_replace,取代
setup.model_library.option_replace_indexed,取代庫 {0}
setup.model_library.option_remove,移除
setup.model_library.option_remove_indexed,移除庫 {0}
setup.model_library.option_add,新增庫
setup.model_library.restart_hint,變更會在下次啟動 ComfyUI 後生效。
setup.model_library.unavailable,一個或多個外部模型庫無法使用。
setup.model_library.needs_sync,需要同步外部模型庫設定。
setup.status.label,狀態
setup.status.pending,等待
setup.status.working,處理中
setup.status.ready,就緒
setup.status.setup,設定
setup.status.optional,選用
setup.status.missing,缺失
setup.status.error,錯誤
setup.status.probing,偵測中...
setup.status.checking,檢查中...
setup.status.installing,安裝中...
setup.status.install,安裝
setup.status.config,設定
setup.status.edit,編輯
setup.common.probing,正在偵測系統環境...
setup.common.pending_detail,等待中...
setup.common.option_install_builtin,安裝內建
setup.common.option_manual_selection,手動選擇
setup.common.option_keep_next,保留現有（下一步）
setup.common.install_service_missing,安裝服務尚未初始化。
setup.common.probe_failed,{0} 偵測失敗：{1}
setup.git.title,Git Core Engine
setup.git.description,用於同步 ComfyUI 和 custom nodes 的版本控制系統。
setup.git.system_detected,已偵測到 Git v{0}
setup.git.system_missing,未找到 System Git。需要安裝內建版本。
setup.git.option_system,使用 System Git
setup.git.option_system_description,已偵測到 Git v{0}
setup.git.option_builtin_description,安裝隔離的 portable Git。
setup.git.option_manual_description,手動定位 git.exe 路徑。
setup.git.work_hint_builtin,通常不到 1 分鐘。
setup.git.using_system,已偵測到 Git v{0}
setup.git.using_builtin,正在使用內建 Git v{0}
setup.git.custom_selected,已選擇 Custom Git 路徑。
setup.git.using_custom,正在使用 Custom Git：{0}
setup.git.system_unavailable,System Git 缺失或無法存取。請切換到 Built-in 模式或重新全域安裝。
setup.git.install_service_missing,安裝服務尚未初始化，目前階段無法解壓 Git 套件。
setup.git.extract_success,Git 套件已成功解壓。
setup.git.extract_failed,解壓 Git 失敗：{0}
setup.python.title,Python Runtime
setup.python.description,用於執行 ComfyUI backend 的獨立 Python 引擎。
setup.python.system_detected,已偵測到 System Python (v{0})。
setup.python.system_missing,未找到 System Python。需要安裝內建版本。
setup.python.option_system,使用 System Python
setup.python.option_system_description,使用系統 Python v{0}。
setup.python.option_builtin_description,安裝隔離的 Python runtime。
setup.python.option_manual_description,手動定位 python.exe 路徑。
setup.python.work_hint_builtin,通常需要 1-3 分鐘。
setup.python.using_system,正在使用 System Python v{0}
setup.python.using_builtin,正在使用內建 Python v{0}
setup.python.custom_selected,已選擇 Custom Python 路徑。
setup.python.using_custom,正在使用 Custom Python：{0}
setup.python.system_unavailable,已選擇 System Python，但無法使用。請切換到 Built-in。
setup.python.install_success,Python runtime 已安裝。
setup.python.install_failed,安裝 Python runtime 失敗：{0}
setup.comfy_core.title,ComfyUI Core & Venv
setup.comfy_core.description,主要 backend 原始碼和 Python virtual environment。
setup.comfy_core.ready_to_install,ComfyUI Core 和 .venv 已準備安裝。
setup.comfy_core.option_default_path,使用預設路徑
setup.comfy_core.option_remote_latest,遠端最新
setup.comfy_core.option_remote_latest_description,Git 遠端最新 ComfyUI。
setup.comfy_core.option_builtin_source,內建相容版本
setup.comfy_core.option_builtin_source_description,Nexus 提供的相容原始碼。
