key,text
views.rail.tools.assets.assets_browser_view.open_current_folder_in_explorer,탐색기에서 열기
views.rail.tools.assets.assets_browser_view.search_assets,애셋 검색...
views.rail.tools.assets.assets_browser_view.no_matching_assets_found,일치하는 애셋이 없습니다.
views.rail.tools.assets.assets_browser_view.updating_assets,애셋 업데이트 중...
views.rail.tools.media_assets.media_assets_view.title,미디어 애셋
views.rail.tools.media_assets.media_assets_view.refresh,미디어 애셋 새로고침
views.rail.tools.media_assets.media_assets_view.open_folder,현재 미디어 폴더 열기
views.rail.tools.media_assets.media_assets_view.open_folder_short,폴더
views.rail.tools.media_assets.media_assets_view.output,Output
views.rail.tools.media_assets.media_assets_view.input,Input
views.rail.tools.media_assets.media_assets_view.output_feed_title,생성 결과
views.rail.tools.media_assets.media_assets_view.output_feed_description,ComfyUI Job Queue에서 동기화된 결과입니다
views.rail.tools.media_assets.media_assets_view.empty_title,표시할 미디어 애셋이 없습니다
views.rail.tools.media_assets.media_assets_view.empty_description,생성되거나 가져온 이미지 파일이 여기에 표시됩니다.
views.rail.tools.media_assets.media_assets_view.loading_title,썸네일 준비 중
views.rail.tools.media_assets.media_assets_view.loading_description,현재 미디어 폴더를 스캔하고 있습니다...
views.rail.tools.media_assets.media_assets_view.delete_selected_count,선택한 미디어 파일 {0}개
views.rail.tools.media_assets.media_assets_view.delete_selected_message,선택한 미디어 파일 {0}개를 삭제할까요?
views.rail.tools.media_assets.media_assets_view.sort_recent_desc,최신순 ↓
views.rail.tools.media_assets.media_assets_view.sort_recent_asc,오래된순 ↑
views.rail.tools.media_assets.media_assets_view.view_mode,썸네일 컬럼
views.rail.tools.media_assets.media_assets_view.search_results,결과 검색...
views.rail.tools.media_assets.media_assets_view.deselect_all,전체 선택 해제
views.rail.tools.media_assets.media_assets_view.move_to,이동...
views.rail.tools.media_assets.media_assets_view.move_picker_title,미디어 파일 이동
views.rail.tools.media_assets.media_assets_view.move_confirm_title,미디어 파일 이동
views.rail.tools.media_assets.media_assets_view.move_confirm_message,"선택한 미디어 파일 {0}개를 이동할까요?\n원본 파일은 현재 위치에서 제거됩니다.\n대상: {1}"
views.rail.tools.media_assets.media_assets_view.move_conflict_title,이름 충돌
views.rail.tools.media_assets.media_assets_view.move_conflict_message,대상 위치에 같은 이름의 파일이 있습니다.\n충돌하는 파일은 자동으로 이름을 바꿔 이동합니다.
views.rail.tools.media_assets.media_assets_view.move,이동
views.rail.tools.node_library.node_library_view.expand_all,모두 펼치기
views.rail.tools.node_library.node_library_view.collapse_all,모두 접기
views.rail.tools.node_library.node_library_view.add_to_stage,추가
views.rail.tools.node_library.node_library_view.node_library,노드 라이브러리
views.rail.tools.node_library.node_library_view.search_nodes,노드 검색...
views.rail.tools.node_library.node_library_view.include_desc,설명 포함
views.rail.tools.node_library.node_library_view.updating_nodes,노드 업데이트 중...
views.shell.header_toolbar_tray_view.enter_app_mode,앱 모드
views.shell.header_toolbar_tray_view.workflow_actions,워크플로우 작업
views.shell.header_toolbar_tray_view.graph,그래프
views.shell.header_toolbar_tray_view.jobs,작업
views.shell.header_toolbar_tray_view.comfyui_manager,매니저
views.shell.header_toolbar_tray_view.manager,매니저
views.shell.header_toolbar_tray_view.show_favorite_custom_node_list,즐겨찾는 노드 목록 보기
views.shell.header_toolbar_tray_view.unload_models,모델 언로드
views.shell.header_toolbar_tray_view.free_model_and_node_cache,캐시 비우기
views.shell.header_toolbar_tray_view.share,공유
views.shell.header_toolbar_tray_view.toggle_properties_panel,속성 패널
views.shell.header_view.modified,수정됨
views.shell.header_view.no_workflow_selected,워크플로우 미선택
views.overlays.settings_overlay_view.language,언어
views.overlays.settings_overlay_view.choose_the_language_used_by_the_nexus_shell,사용할 언어를 선택하세요.
views.overlays.settings_overlay_view.select_language,언어 선택
help.title,NEXUS 도움말
help.subtitle,"모델, 노드, 레퍼런스 활용을 위한 실용적인 현장 노트입니다."
help.section.practical.title,실용 가이드
help.section.practical.description,모델과 리소스 작업을 위한 단계별 실전 가이드입니다.
help.item.huggingface.title,Hugging Face
help.item.huggingface.hint,모델 검색 ➔ 다운로드 ➔ 즉시 적용
help.item.civitai.title,Civitai
help.item.civitai.hint,모델 검색 ➔ 다운로드 ➔ 즉시 적용
help.section.field.title,실전 노트
help.section.field.description,자주 다시 찾아볼 개념을 짧게 정리합니다.
help.item.gpu_hardware_guide.title,GPU 하드웨어 가이드
help.item.gpu_hardware_guide.hint,"왜 NVIDIA 그래픽카드가 유리한지, VRAM 용량이 왜 중요한지 설명합니다."
help.item.how_images_are_born.title,이미지 생성 원리
help.item.how_images_are_born.hint,"결과가 어색하다면 모델, 시드, CFG, 샘플러 설정을 먼저 확인하세요."
help.item.how_nexus_work.title,Nexus 구동 환경
help.item.how_nexus_work.hint,"Nexus는 환경을 관리하며, 워크플로우 제어권은 여전히 ComfyUI에 있습니다."
help.item.adding_a_model.title,모델 추가하기
help.item.adding_a_model.hint,"폴더 예시: checkpoints, loras, vae, controlnet, ipadapter."
help.item.face_sync_identity.title,페이스 싱크 / 아이덴티티
help.item.face_sync_identity.hint,"인물이 다를 경우: 디노이즈 조절, 크롭 품질 개선, 모델 가중치를 확인하세요."
help.item.practical_workflow_checklist.title,워크플로우 체크리스트
help.item.practical_workflow_checklist.hint,"팁: 폴더 매핑, 선호 모델 조합, 빈번한 오류 해결법을 기록해두면 좋습니다."
views.rail.rail_view.transition_loading_title,준비 중
views.rail.rail_view.transition_loading_description,활성 패널을 안정화하고 있습니다...
views.overlays.media_viewer.delete_tooltip,현재 미디어 파일 삭제
views.overlays.media_viewer.close_tooltip,미디어 뷰어 닫기
views.overlays.media_viewer.zoom,확대
views.overlays.media_viewer.pan_while_zoomed,확대 중 이동
views.overlays.media_viewer.left_right_keys,← / →
views.overlays.media_viewer.arrow_keys,← ↑ ↓ →
views.overlays.media_viewer.space_enter_keys,SPACE / ENTER
views.overlays.media_viewer.space_key,SPACE
views.overlays.media_viewer.click_key,CLICK
views.overlays.media_viewer.esc_key,ESC
views.overlays.media_viewer.drag_key,DRAG
views.overlays.media_viewer.previous_next,이전 / 다음
views.overlays.media_viewer.move_image,이미지 이동
views.overlays.media_viewer.pan_freely,드래그 이동
views.overlays.media_viewer.play_pause,재생 / 일시정지
views.overlays.media_viewer.zoom_in,확대
views.overlays.media_viewer.zoom_out,축소
views.overlays.media_viewer.confirm_shortcut_hint,Enter 확인 · Esc 취소
views.overlays.media_viewer.delete_media_title,미디어 삭제
views.overlays.media_viewer.delete_media_message,{0} 파일을 삭제할까요?
views.rail.tools.assets.file_operations.batch_rename_title,일괄 이름 변경
views.rail.tools.assets.file_operations.batch_rename_message,선택한 항목에 사용할 기본 이름을 입력하세요.
views.rail.tools.assets.file_operations.batch_rename_empty_message,기본 이름을 입력하세요.
views.rail.tools.assets.file_operations.rename_message,새 이름을 입력하세요.
views.rail.tools.assets.file_operations.rename_file_message,새 이름을 입력하세요. 확장자 '{0}'은 유지됩니다.
views.rail.tools.assets.file_operations.paste_conflict_title,이름 충돌
views.rail.tools.assets.file_operations.paste_conflict_message,대상 위치에 같은 이름의 항목이 있습니다.\n충돌하는 파일은 자동으로 이름을 바꿔 붙여넣습니다.
context_menu.reveal_in_explorer,탐색기에서 보기
context_menu.open_model_folder,모델 폴더 열기
context_menu.open_model_root,모델 루트 열기
context_menu.add_model_thumbnail,썸네일 이미지 추가
context_menu.set_model_primary_thumbnail,대표 썸네일 설정
context_menu.copy_path,경로 복사
context_menu.insert_workflow_into_graph,현재 워크플로우에 삽입
context_menu.add_workflow_bookmark,워크플로우 북마크 추가
asset_bookmark.add_asset_bookmark,에셋 북마크 추가
context_menu.refresh_search,검색 새로고침
model_thumbnail.pick_image_title,썸네일 이미지 선택
model_thumbnail.pick_failed_title,이미지 선택 실패
model_thumbnail.unsupported_title,지원하지 않는 이미지
model_thumbnail.unsupported_message,"PNG, JPG, JPEG, WEBP 이미지를 선택하세요."
model_thumbnail.model_not_found_title,모델 파일을 찾을 수 없음
model_thumbnail.model_not_found_message,Nexus가 이 항목의 실제 모델 파일을 찾지 못했습니다.
model_thumbnail.add_failed_title,썸네일 추가 실패
model_thumbnail.add_complete_title,썸네일 추가 완료
model_thumbnail.add_complete_message,썸네일 이미지를 추가했습니다: {0}
model_thumbnail.set_primary_title,대표 썸네일 설정
model_thumbnail.set_primary_message,이 모델의 대표 썸네일로 사용할 이미지를 선택하세요.
model_thumbnail.set_primary_action,대표로 설정
model_thumbnail.primary_badge,대표
model_thumbnail.page_indicator,{0} / {1} 페이지 · 이미지 {2}개
model_thumbnail.no_selection_message,먼저 썸네일 이미지를 선택하세요.
model_thumbnail.image_missing_title,썸네일 이미지 없음
model_thumbnail.image_missing_message,선택한 썸네일 이미지가 더 이상 존재하지 않습니다. 다른 이미지를 선택한 뒤 다시 시도하세요.
model_thumbnail.set_primary_failed_title,대표 썸네일 설정 실패
model_thumbnail.set_primary_failed_message,Nexus가 선택한 이미지를 대표 썸네일로 설정하지 못했습니다.
model_thumbnail.set_primary_complete_title,대표 썸네일 변경 완료
model_thumbnail.set_primary_complete_message,대표 썸네일이 변경되었습니다: {0}
help.frequent_jumps.title,자주 찾는 위치
help.frequent_jumps.description,워크플로우 구축이나 디버깅 시 필요한 주요 위치로 빠르게 이동합니다.
help.frequent_jumps.badge,북마크
help.concept.runtime.title,Nexus 구동 환경
help.concept.runtime.body,"ComfyUI는 엔진, Python은 서버/노드, Git은 동기화, WebView는 캔버스를 담당합니다."
help.concept.runtime.hint,"Nexus는 환경을 관리하며, 워크플로우 제어권은 여전히 ComfyUI에 있습니다."
help.concept.image_birth.title,이미지 생성 원리
help.concept.image_birth.body,"프롬프트는 가이드, 체크포인트는 지능, 샘플러는 노이즈 정제, VAE는 픽셀 변환을 수행합니다."
help.concept.image_birth.hint,"결과가 어색하다면 모델, 시드, CFG, 샘플러 설정을 먼저 확인하세요."
help.concept.model_apply.title,모델 추가하기
help.concept.model_apply.body,"모델을 다운로드하여 해당 폴더에 넣은 후, 인식을 위해 새로고침하거나 재시작하세요."
help.concept.model_apply.hint,"폴더 예시: checkpoints, loras, vae, controlnet, ipadapter."
help.concept.face_identity.title,페이스 싱크 / 아이덴티티
help.concept.face_identity.body,"참조 이미지를 활용해 FaceID 모델 가중치를 조합하고, 적절한 디노이즈 값을 유지하세요."
help.concept.face_identity.hint,"인물이 다를 경우: 디노이즈 조절, 크롭 품질 개선, 모델 가중치를 확인하세요."
help.concept.workflow.title,워크플로우 체크리스트
help.concept.workflow.body,"검증된 샘플로 시작해 하나씩 변경하고, 유용한 버전은 반드시 저장해두세요."
help.concept.workflow.hint,"팁: 폴더 매핑, 선호 모델 조합, 빈번한 오류 해결법을 기록해두면 좋습니다."
views.overlays.product_setup_view.vanguard,뱅가드
views.overlays.product_setup_view.architect,아키텍트
views.overlays.product_setup_view.venv,VENV
views.overlays.settings_overlay_view.python_source,Python 소스
views.overlays.settings_overlay_view.venv,VENV
views.overlays.settings_overlay_view.direct,직접
workflow.dialog.workflow_missing_title,워크플로우 없음
workflow.dialog.tracked_workflow_missing_message,추적 중인 워크플로우 파일이 더 이상 존재하지 않습니다.
workflow.dialog.rename_file_title,워크플로우 파일 이름 변경
workflow.dialog.rename_file_message,"추적 중인 워크플로우 파일의 이름을 변경합니다.
{0}"
workflow.dialog.invalid_name_title,잘못된 이름
workflow.dialog.invalid_file_name_message,올바른 워크플로우 파일 이름을 입력하세요.
workflow.dialog.file_exists_title,파일이 이미 있음
workflow.dialog.file_exists_message,{0} 파일이 이미 있습니다.
workflow.dialog.workflow_path_not_found,{0} 파일을 찾을 수 없습니다.
workflow.batch_operation.blocker_title,워크플로우 업데이트 중
workflow.batch_operation.blocker_detail,{0}개 항목을 처리하고 있습니다. 잠시 기다려 주세요...
workflow.bookmark_hud.bookmarked,북마크됨
workflow.bookmark_hud.available,사용 가능
workflow.bookmark_hud.no_workflow_files,설정된 ComfyUI의 workflows 폴더에서 워크플로우 파일을 찾지 못했습니다.
workflow.bookmark_hud.no_filter_matches,현재 검색어와 일치하는 워크플로우가 없습니다.
workflow.bookmark_hud.count,북마크 {0}개 // 전체 {1}개
workflow.bookmark_hud.filtered_count,표시 {0}개 // 북마크 {1}개 // 전체 {2}개
workflow.bookmark_hud.pinned,고정됨
workflow.bookmark_hud.known,등록됨
workflow.bookmark_hud.pin,고정
workflow.bookmark_hud.unpin,해제
views.rail.tools.assets.assets_browser_view.bookmarked_workflows,북마크된 워크플로우
views.rail.tools.assets.assets_browser_view.searching_current_location,현재 위치에서 검색 중...
views.rail.tools.assets.assets_browser_view.search_failed,검색 실패
views.rail.tools.assets.assets_browser_view.search_failed_message,검색 실패: {0}
views.rail.tools.assets.assets_browser_view.search_results_count,현재 위치에서 {0}개 결과
views.rail.tools.assets.assets_browser_view.root_path_unavailable,루트 경로를 사용할 수 없습니다.
views.rail.tools.assets.assets_browser_view.folder_empty,이 폴더는 비어 있습니다.
views.rail.tools.assets.assets_browser_view.rail_error,레일 오류: {0}
views.rail.tools.assets.file_operations.move_title,파일 이동
views.rail.tools.assets.file_operations.move_button,이동
views.rail.tools.assets.file_operations.move_single_message,'{0}' 항목을 '{1}' 위치로 이동할까요?
views.rail.tools.assets.file_operations.move_multiple_message,{0}개 항목을 '{1}' 위치로 이동할까요?
views.rail.tools.assets.file_operations.move_multiple_file_message,{0}개 파일을 '{1}' 위치로 이동할까요?\n\n{2}
views.rail.tools.assets.file_operations.move_more_items_message,...외 {0}개 파일
views.rail.tools.assets.file_operations.new_folder_name,새 폴더
views.rail.tools.assets.file_operations.add_folder_title,폴더 추가
views.rail.tools.assets.file_operations.add_folder_prompt_message,"아래 위치에 폴더가 추가됩니다.
{0}"
views.rail.tools.assets.file_operations.folder_name_placeholder,폴더 이름
views.rail.tools.assets.file_operations.folder_name_required,폴더 이름을 입력하세요.
views.rail.tools.assets.file_operations.folder_name_invalid,폴더 이름에는 경로 구분자나 사용할 수 없는 문자를 포함할 수 없습니다.
views.rail.tools.assets.file_operations.folder_exists_message,'{0}' 이름의 폴더 또는 파일이 이미 있습니다.
views.rail.tools.assets.file_operations.parent_folder_unavailable,상위 폴더를 확인할 수 없습니다.
views.rail.tools.assets.file_operations.selected_item_missing,선택한 항목이 더 이상 존재하지 않습니다.
views.rail.tools.assets.file_operations.delete_message,'{0}' 항목을 삭제할까요?
settings.model_libraries.title,모델 라이브러리
settings.model_libraries.description,ComfyUI 외부에 보관된 모델 폴더를 연결합니다.\n각 라이브러리는 현재 ComfyUI 모델 폴더 구조를 그대로 따릅니다.
settings.model_libraries.add_library,라이브러리 추가
settings.model_libraries.sync_structure,구조 동기화
settings.model_libraries.library,외부 라이브러리 {0}
settings.model_libraries.not_connected,연결되지 않음
settings.model_libraries.unavailable,사용할 수 없음: {0}
settings.model_libraries.open,열기
settings.model_libraries.connect,연결
settings.model_libraries.replace,교체
settings.model_libraries.remove,제거
settings.model_libraries.restart_hint,변경 사항은 다음 ComfyUI 시작부터 적용됩니다.\n실행 중인 서버는 재시작해야 모델 경로를 다시 읽습니다.
settings.model_libraries.folder_picker_title,모델 라이브러리 폴더 선택
settings.model_libraries.duplicate,이미 등록된 모델 라이브러리입니다.
settings.model_libraries.settings_save_failed,Nexus 설정을 저장하지 못해 모델 경로를 이전 상태로 복원했습니다.
settings.model_libraries.restart_reason,모델 라이브러리
settings.model_libraries.syncing_title,모델 라이브러리 구조 동기화 중
settings.model_libraries.syncing_detail,현재 ComfyUI 모델 폴더를 읽습니다.\n외부 라이브러리 구조를 업데이트합니다.
settings.model_libraries.sync_complete,모델 라이브러리 구조를 동기화했습니다.\n변경된 경로를 적용하려면 ComfyUI를 재시작하세요.
settings.model_libraries.sync_failed,모델 라이브러리 구조 동기화에 실패했습니다: {0}
settings.model_duplicates.title,모델 중복 검사
settings.model_duplicates.description,내부 및 외부 라이브러리에서 내용이 같은 모델 파일을 찾습니다.\nNexus는 위치만 열어주며 삭제는 사용자가 직접 결정합니다.
settings.model_duplicates.scan,중복 검사
settings.model_duplicates.open_report,리포트 열기
settings.model_duplicates.open_location_1,위치 1 열기
settings.model_duplicates.open_location_2,위치 2 열기
settings.model_duplicates.next,다음 중복
settings.model_duplicates.ready,모델 라이브러리를 검사해 정확히 같은 파일을 찾습니다.
settings.model_duplicates.scanning_title,모델 중복 검사 중
settings.model_duplicates.scanning_detail,중복 파일 스캔 중...
settings.model_duplicates.progress_discovering,"모델 파일 수집 중: {0}개, {1}"
settings.model_duplicates.progress_preparing,"정확한 비교 준비 중: 후보 {0}개, {1}"
settings.model_duplicates.progress_hashing,"파일 내용 비교 중: {0}/{1}개, {2}/{3}"
settings.model_duplicates.progress_report,중복 검사 리포트 작성 중...
settings.model_duplicates.cancelled,모델 중복 검사를 중단했습니다.
settings.model_duplicates.scan_failed,모델 중복 검사에 실패했습니다.\n{0}
settings.model_duplicates.none_found,"중복 모델을 찾지 못했습니다.\n{0}개 파일, {1}를 검사했습니다."
settings.model_duplicates.found,"중복 {0}/{1}: {2}\n크기: {3} · 위치 {4}개"
settings.model_duplicates.found_many,"중복 {0}/{1}: {2}\n크기: {3} · 위치 {4}개 · 리포트에 {5}개 더 있음"
setup.model_library.title,외부 모델 라이브러리
setup.model_library.description,용량이 큰 모델을 ComfyUI 밖에 따로 보관할 수 있습니다.\n재설치·백업·여러 ComfyUI 공유가 더 쉬워집니다.
setup.model_library.not_connected,연결된 외부 모델 라이브러리가 없습니다.\n선택 사항이며 나중에 Settings에서 추가할 수 있습니다.
setup.model_library.connected_count,외부 모델 라이브러리 루트 {0}개가 연결되었습니다.\n다음 ComfyUI 시작부터 적용됩니다.
setup.model_library.unchanged,선택한 모델 라이브러리가 이미 연결되어 있습니다.
setup.model_library.duplicate,이미 등록된 모델 라이브러리입니다.
setup.model_library.folder_picker_title,모델 라이브러리 폴더 선택
setup.model_library.remove_failed,선택한 모델 라이브러리를 제거할 수 없습니다.
model_libraries.service.duplicate_path,이미 등록된 모델 라이브러리입니다: {0}
model_libraries.service.none_connected,연결된 외부 모델 라이브러리가 없습니다.
model_libraries.service.unavailable,모델 라이브러리를 사용할 수 없습니다: {0}
model_libraries.service.yaml_missing,외부 모델 라이브러리가 설정되어 있지만 extra_model_paths.yaml 파일이 없습니다.
model_libraries.service.connected_count,외부 모델 라이브러리 루트 {0}개가 연결되었습니다.
model_libraries.service.out_of_sync,Nexus 모델 라이브러리 구간이 설정과 일치하지 않습니다.
model_libraries.service.comfy_unavailable,ComfyUI 폴더를 사용할 수 없습니다.
model_libraries.service.removed,외부 모델 라이브러리를 제거했습니다.
model_libraries.service.applied_count,외부 모델 라이브러리 루트 {0}개를 적용했습니다.
model_libraries.service.update_failed,extra_model_paths.yaml을 업데이트할 수 없습니다: {0}
model_libraries.service.markers_invalid,Nexus 모델 경로 마커가 중복되었거나 올바르지 않습니다.
model_libraries.service.top_level_mapping,extra_model_paths.yaml의 최상위 구조는 매핑이어야 합니다.
model_libraries.service.reserved_key,Nexus 관리 구간 밖에 예약된 최상위 키가 있습니다: {0}
settings.runtime_backup.description,내부 models 및 custom_nodes 폴더의 휴대용 백업을 생성합니다.\n시작 전에 저장 위치와 형식을 선택하세요.
settings.runtime_backup.destination,백업 저장 위치
settings.runtime_backup.change,변경
settings.runtime_backup.open,열기
settings.runtime_backup.available_space,사용 가능 공간: {0}
settings.runtime_backup.space_unavailable,여유 공간 확인 불가: {0}
settings.runtime_backup.format,형식
settings.runtime_backup.folder,폴더
settings.runtime_backup.zip,ZIP
settings.runtime_backup.include,포함 대상
settings.runtime_backup.models,모델
settings.runtime_backup.custom_nodes,커스텀 노드
settings.runtime_backup.ready_to_calculate,백업할 폴더를 선택하세요.\n시작 전에 필요한 디스크 공간을 계산합니다.
settings.runtime_backup.external_libraries_excluded,외부 모델 라이브러리는 런타임 백업에 포함되지 않습니다.\n아래 경로를 열어 별도로 보관된 파일을 확인할 수 있습니다.
settings.runtime_backup.calculating,백업 데이터 크기와 디스크 여유 공간을 계산 중입니다...
settings.runtime_backup.insufficient_space,디스크 여유 공간이 부족합니다.\n필요: {0} · 남음: {1}
settings.runtime_backup.analysis_failed,백업을 시작할 수 없습니다.\n{0}
settings.runtime_backup.analysis_ready,"원본: {1}개 파일 · {0}\n필요: {2} · 남음: {3}"
settings.runtime_backup.confirm_title,런타임 백업을 시작할까요?
settings.runtime_backup.confirm_message,"포함 대상: {0}\n형식: {1}\n원본 크기: {2}\n필요 공간: {3}\n남은 공간: {4}\n\n저장 위치:\n{5}\n\n외부 모델 라이브러리는 포함되지 않습니다."
settings.runtime_backup.start,백업 시작
settings.runtime_backup.browse_folder,폴더 찾아보기...
settings.runtime_backup.browse_zip,ZIP 찾아보기...
settings.runtime_backup.restore_title,런타임 백업 복원
settings.runtime_backup.select_backup_folder,Nexus 런타임 백업 폴더 선택
settings.runtime_backup.select_backup_zip,Nexus 런타임 백업 ZIP 선택
settings.runtime_backup.select_destination,런타임 백업 저장 위치 선택
settings.runtime_backup.preference_save_failed,백업 저장 위치 또는 형식을 저장하지 못했습니다.\n이전 설정을 계속 사용합니다.
settings.runtime_backup.destination_changed,백업 저장 위치를 변경했습니다.\n백업 전에 용량을 다시 계산합니다.
settings.runtime_backup.format_changed,백업 형식을 변경했습니다.\n백업 전에 용량을 다시 계산합니다.
settings.runtime_backup.operation_failed,런타임 백업에 실패했습니다.\n{0}
settings.runtime_backup.backup_complete,런타임 백업을 완료했습니다.\n{0}
settings.runtime_backup.restore_confirm_title,런타임 백업을 복원할까요?
settings.runtime_backup.restore_confirm_message,선택한 백업을 현재 ComfyUI 런타임에 복사합니다.\n복원 후 서버를 재시작해야 파일을 다시 읽습니다.
settings.runtime_backup.restore_complete,런타임 백업을 복원했습니다.\n복원한 데이터를 사용하려면 서버를 재시작하세요.
settings.runtime_backup.delete_title,런타임 백업 삭제
settings.runtime_backup.delete_confirm_title,런타임 백업을 삭제할까요?
settings.runtime_backup.delete_confirm_message,선택한 Nexus 백업을 영구적으로 삭제합니다.\n\n{0}\n\n현재 ComfyUI 런타임에는 영향을 주지 않습니다.
settings.runtime_backup.delete_complete,런타임 백업을 삭제했습니다.
settings.runtime_backup.status_complete,완료
settings.runtime_backup.status_incomplete,미완료
settings.runtime_backup.ready_to_restore,선택한 백업을 복원할 준비가 되었습니다.
settings.runtime_backup.none_selected,선택한 런타임 백업이 없습니다.
settings.runtime_backup.ready_to_delete,{0} 백업을 삭제 대상으로 선택했습니다.
settings.runtime_backup.open_failed,런타임 백업 폴더를 열 수 없습니다.
settings.runtime_backup.restore_analyzing_title,런타임 복원 분석 중
settings.runtime_backup.restore_analyzing_detail,백업과 현재 ComfyUI 파일을 비교합니다.\n내용이 같은 파일은 복사하지 않습니다.
settings.runtime_backup.restore_analysis_ready,"복원 점검 완료: 추가 {0} · 교체 {1} · 동일 {2} · 유지 {3}"
settings.runtime_backup.restore_analysis_message,"백업:\n{0}\n\n복원 위치:\n{1}\n\n추가: {2} · 교체: {3} · 동일: {4} · 유지: {5}\n복사 크기: {6}\n필요 공간: {7}\n남은 공간: {8}\n\n현재 위치에만 있는 파일은 유지됩니다. 내용이 다른 동일 경로 파일은 백업본으로 교체합니다.\n계속하기 전에 변경 파일을 확인하세요.\n\n미리보기:\n{9}\n\n이동 경로:\n{10}"
settings.runtime_backup.open_change_list,변경 목록 열기
settings.runtime_backup.start_restore,복원 시작
settings.runtime_backup.open_report_failed,복원 변경 목록을 열 수 없습니다.
settings.runtime_backup.restore_handler_missing,런타임 복원 처리기를 사용할 수 없습니다.
settings.runtime_backup.restore_merge_complete,런타임 병합 복원을 완료했습니다.\n파일 {0}개를 추가하거나 교체했습니다.
settings.runtime_backup.restore_merge_complete_restarting,런타임 병합 복원을 완료했습니다.\n파일 {0}개를 추가하거나 교체했습니다.\n서버 재시작은 로딩 화면에서 계속 진행됩니다.
settings.runtime_backup.restore_merge_failed,런타임 병합 복원에 실패했습니다.\n{0}
settings.runtime_backup.blocker_title,런타임 복원 중
settings.runtime_backup.blocker_preparing,안전한 병합 복원을 위해 ComfyUI를 준비합니다...
settings.runtime_backup.blocker_stopping_server,ComfyUI 서버를 안전하게 중지합니다...
settings.runtime_backup.blocker_merging,검증된 백업 파일을 병합합니다...
settings.runtime_backup.blocker_complete,런타임 복원을 완료했습니다.
settings.runtime_backup.restore_no_changes_title,복원할 변경 사항 없음
settings.runtime_backup.restore_no_changes_message,백업과 현재 런타임의 내용이 같습니다.\n동일 파일 {0}개는 건너뛰고 현재 위치에만 있는 파일 {1}개는 그대로 유지합니다.
settings.pip_cache.title,pip cache
settings.pip_cache.description,pip 다운로드/빌드 캐시만 제어합니다.\n패키지 설치 위치는 바뀌지 않습니다.
settings.pip_cache.pip_default_path,pip가 캐시 위치를 직접 선택합니다
settings.pip_cache.pip_default_detail,현재 캐시: Python/venv에 포함된 pip 기본값.\nNexus는 PIP_CACHE_DIR을 설정하지 않습니다.
settings.pip_cache.default_detail,현재 캐시: LocalRuntime 아래의 Nexus 기본 위치.\nNexus가 관리하는 pip 명령에 PIP_CACHE_DIR을 설정합니다.
settings.pip_cache.custom_detail,현재 캐시: 사용자 지정 위치.\nNexus가 관리하는 pip 명령에 PIP_CACHE_DIR을 설정합니다.
settings.pip_cache.use_pip_default,pip default
settings.pip_cache.use_default,Nexus default
settings.pip_cache.change,Custom
settings.pip_cache.clear,캐시 비우기
settings.pip_cache.select_folder,pip cache 폴더 선택
settings.pip_cache.save_failed,pip cache 설정을 저장할 수 없습니다.
settings.pip_cache.clear_title,pip cache를 비울까요?
settings.pip_cache.clear_message,다운로드된 pip 캐시 파일만 삭제합니다.\n설치된 Python 패키지는 삭제하지 않습니다.\n패키지가 부족하면 Repair runtime 또는 Repair & Boot를 사용하세요.
settings.pip_cache.clear_complete,pip cache를 비웠습니다.
settings.pip_cache.clear_failed,pip cache를 비우지 못했습니다.\n{0}
setup.venv.title,Virtual Environment
setup.venv.description,ComfyUI 패키지를 격리해 관리하는 Python 작업 공간입니다.\nNexus가 의존성을 안전하게 관리하게 하려면 생성하세요.
setup.venv.checking,ComfyUI Python 환경을 확인하는 중...
setup.venv.requires_python,Python Runtime이 필요합니다.\nPython이 준비되면 여기서 격리된 .venv를 만들 수 있습니다.\n초기 설정은 보통 10-20분 정도 걸리고 의존성에 몇 GB가 필요할 수 있습니다.
setup.venv.keep_selected,기존 .venv를 서버 실행 환경으로 선택했습니다.
setup.venv.mode_selected,.venv 모드를 서버 실행 환경으로 선택했습니다.\n초기 설정은 보통 10-20분 정도 걸립니다.\nComfyUI requirements와 CUDA PyTorch 패키지는 몇 GB의 디스크 공간을 사용할 수 있습니다.
setup.venv.direct_active,Direct Python 모드가 활성화되어 있습니다. 서버 Python: {0}.
setup.venv.direct_existing,기존 .venv가 있습니다.\n깨끗한 설정을 원하면 Reset을 권장하며, 신뢰하는 환경이면 그대로 유지할 수 있습니다.
setup.venv.direct_incomplete,기존 .venv 폴더가 불완전합니다.\nReset을 권장합니다.
setup.venv.direct_missing,.venv가 아직 없습니다. Create를 권장합니다.\n초기 설정은 보통 10-20분 정도 걸립니다.\nComfyUI requirements와 CUDA PyTorch 패키지는 몇 GB의 디스크 공간을 사용할 수 있습니다.
setup.venv.ready,.venv가 준비되었습니다.\nNexus가 이 격리 환경으로 ComfyUI 의존성을 관리할 수 있습니다.
setup.venv.incomplete,.venv 폴더는 있지만 Scripts\python.exe가 없습니다.\nReset으로 깨끗하게 다시 만들 수 있습니다.\n초기 설정은 보통 10-20분 정도 걸립니다.
setup.venv.missing,.venv가 아직 없습니다. Create를 권장합니다.\n초기 설정은 보통 10-20분 정도 걸립니다.\n고급 사용자는 Direct Python으로 계속 진행할 수 있습니다.
